Transaction_ID,Date,Customer_ID,Product_Category,Product_Name,Price,Quantity,Payment_Status,Return_ID,Original_Tx_ID,Return_Date,Refund_Amount,Status,Refund_Amount_missing,clean_tx_id,month,ticket_count,negative_tickets,top_topic
100047,2023-11-17,C0006,Smart Home,NordLock Pro,208.67,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100605,2023-12-04,C0013,Smart Home,NordTherm,142.49,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100124,2023-11-20,C0004,Electronics,NoiseCancel Headphones,233.73,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100240,2023-11-24,C0018,Accessories,USB-C Cable,13.43,2,Paid,,,,,,,,2023-11,0,0,no_tickets
100027,,C0004,Electronics ,NoiseCancel Headphones,170.89,1,Paid,,,,,,,,NaT,5,1,setup_technical
101168,,C0004, Smart Home ,NordLock Pro,246.71,1,Paid,,,,,,,,NaT,5,1,setup_technical
100057,2023-11-17,C0061,Electronics,TV Pro,1046.02,1,Paid,,,,,,,,2023-11,0,0,no_tickets
101072,2023-12-13,C0001,Smart Home,NordLock Pro,212.32,1,Paid,,,,,,,,2023-12,1,0,delivery_delay
100709,2023-12-06,C0001,Accessories,Wireless Mouse,54.54,3,Paid,,,,,,,,2023-12,1,0,delivery_delay
101045,2023-12-13,C0027,Smart Home,NordPlug,32.53,2,Paid,,,,,,,,2023-12,0,0,no_tickets
100379,2023-11-28,C0001,Accessories,Accessory Bundle,67.03,2,Paid,,,,,,,,2023-11,0,0,no_tickets
100316,2023-11-26,C0002,Electronics,Tablet A,597.79,1,Paid,,,,,,,,2023-11,1,1,delivery_delay
100907,,C0005,Electronics ,TV Pro,1352.21,1,Paid,,,,,,,,NaT,2,1,setup_technical
100180,2023-11-22,C0006,Electronics ,NoiseCancel Headphones,228.54,1,Paid,,,,,,,,2023-11,0,0,no_tickets
101018,,C0002, Accessories ,USB-C Cable,15.31,2,Paid,,,,,,,,NaT,0,0,no_tickets
101088,2023-12-14,C0006,Accessories,USB-C Cable,14.75,1,Paid,,,,,,,,2023-12,2,1,setup_technical
100515,,C0243,Electronics,Tablet A,533.0,1,Paid,,,,,,,,NaT,0,0,no_tickets
100693,2023-12-06,C0001, Accessories,Laptop Sleeve,26.83,2,Paid,,,,,,,,2023-12,1,0,delivery_delay
100682,2023-12-05,C0223, Accessories,Screen Protector,7.5,2,Paid,,,,,,,,2023-12,0,0,no_tickets
101037,2023-12-12,C0003,Electronics,NoiseCancel Headphones,308.13,1,Paid,R000007,TX-101037,,308.13,Processed,False,101037,2023-12,0,0,no_tickets
100106,,C0020, Accessories,USB-C Cable,14.99,2,Paid,,,,,,,,NaT,2,2,damaged_defect
100786,2023-12-07,C0112,Smart Home,NordLock Pro,245.31,1,Paid,R000008,TX-100786,,245.31,Processed,False,100786,2023-12,0,0,no_tickets
100915,2023-12-10,C0028,Accessories,USB-C Cable,15.71,1,Failed,,,,,,,,2023-12,0,0,no_tickets
100821,,C0001,Accessories,Screen Protector,6.18,1,Paid,,,,,,,,NaT,1,0,setup_technical
100268,2023-11-25,C0005,Electronics,TV Pro,1187.59,1,Pending,,,,,,,,2023-11,0,0,no_tickets
101148,,C0220, Accessories ,Phone Case,31.01,4,Paid,,,,,,,,NaT,0,0,no_tickets
100789,2023-12-07,C0030,Electronics ,Laptop X,1363.0,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100967,2023-12-11,C0002,Accessories,Screen Protector,14.65,2,Pending,,,,,,,,2023-12,0,0,no_tickets
100448,,C0001, Accessories ,Screen Protector,13.04,2,Paid,,,,,,,,NaT,1,0,setup_technical
100041,2023-11-16,C0007, Accessories ,Accessory Bundle,96.52,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100533,2023-12-02,C0034, Accessories,Laptop Sleeve,32.3,3,Paid,,,,,,,,2023-12,0,0,no_tickets
100301,2023-11-26,C0046,Accessories,Charger,15.37,1,Paid,R000009,Order 100301,2023-06-12,15.37,Processed,False,100301,2023-11,1,1,wrong_item
100434,2023-11-29,C0005,Electronics,NoiseCancel Headphones,344.0,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100802,2023-12-08,C0183,Smart Home,NordLock Pro,200.86,1,Paid,R000010,TX-100802,,200.86,Processed,False,100802,2023-12,0,0,no_tickets
101126,,C0001,Smart Home,NordLock Pro,206.17,1,Paid,,,,,,,,NaT,1,0,setup_technical
100269,2023-11-25,C0070,Electronics,Laptop X,1466.72,1,Pending,,,,,,,,2023-11,0,0,no_tickets
100619,,C0001,Electronics,TV Pro,1574.14,1,Paid,,,,,,,,NaT,1,0,setup_technical
100633,2023-12-04,C0040,Accessories,USB-C Cable,13.0,3,Paid,,,,,,,,2023-12,0,0,no_tickets
101029,2023-12-12,C0001,Accessories,Laptop Sleeve,37.26,2,Paid,,,,,,,,2023-12,1,0,delivery_delay
101081,2023-12-13,C0004, Smart Home ,NordPlug,21.26,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100297,,C0015,Smart Home,NordLock Pro,248.0,1,Paid,,,,,,,,NaT,3,0,other
101155,,C0042,Electronics,Laptop X,1620.72,1,Paid,,,,,,,,NaT,7,4,setup_technical
100703,,C0001,Smart Home,NordLock Pro,225.82,1,Paid,,,,,,,,NaT,1,0,setup_technical
100594,2023-12-03,C0147,Electronics,Tablet A,724.89,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100971,2023-12-11,C0002,Electronics,TV Pro,1667.73,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100299,2023-11-26,C0018,Electronics,NoiseCancel Headphones,281.5,1,Paid,,,,,,,,2023-11,0,0,no_tickets
101095,2023-12-14,C0002,Smart Home,NordLock Pro,238.51,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100905,2023-12-10,C0311,Electronics,TV Pro,1080.0,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100208,,C0002,Accessories,USB-C Cable,11.04,1,Paid,,,,,,,,NaT,0,0,no_tickets
100704,,C0010, Smart Home ,NordLock Pro,241.0,1,Paid,,,,,,,,NaT,5,1,damaged_defect
100896,2023-12-10,C0001,Accessories,USB-C Cable,18.6,1,Paid,,,,,,,,2023-12,1,0,delivery_delay
101132,2023-12-14,C0001,Electronics,Tablet A,589.01,1,Paid,,,,,,,,2023-12,1,0,delivery_delay
100144,2023-11-21,C0001, Accessories ,Laptop Sleeve,31.36,3,Paid,,,,,,,,2023-11,0,0,no_tickets
100251,,C0001,Accessories,Charger,41.99,3,Paid,,,,,,,,NaT,1,0,setup_technical
100514,,C0095,Electronics ,Laptop X,1623.0,1,Paid,,,,,,,,NaT,0,0,no_tickets
100978,2023-12-11,C0003,Electronics,NoiseCancel Headphones,279.88,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100824,2023-12-08,C0007,Electronics,Tablet A,524.82,1,Paid,,,,,,,,2023-12,0,0,no_tickets
101082,2023-12-13,C0014, Smart Home ,NordLock Pro,231.99,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100717,2023-12-06,C0001, Accessories ,Phone Case,39.48,1,Paid,,,,,,,,2023-12,1,0,delivery_delay
100732,2023-12-06,C0001,Electronics,TV Pro,1144.44,1,Paid,,,,,,,,2023-12,1,0,delivery_delay
100164,2023-11-22,C0015, Electronics ,Smartphone Z,845.23,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100501,2023-12-01,C0002,Electronics,NoiseCancel Headphones,255.15,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100264,2023-11-25,C0316, Smart Home ,NordLock Pro,208.11,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100082,2023-11-18,C0001,Electronics,Laptop X,1457.02,2,Paid,,,,,,,,2023-11,0,0,no_tickets
101142,2023-11-17,C0061,Electronics,TV Pro,1046.02,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100768,2023-12-07,C0001, Accessories,Accessory Bundle,55.24,1,Paid,,,,,,,,2023-12,1,0,delivery_delay
100325,2023-11-27,C0125,Smart Home,NordLock Pro,220.55,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100473,2023-11-30,C0004,Electronics,NoiseCancel Headphones,316.19,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100564,2023-12-03,C0001,Smart Home,NordLock Pro,223.08,1,Paid,,,,,,,,2023-12,1,0,delivery_delay
100145,,C0170,Accessories,Charger,30.35,2,Paid,,,,,,,,NaT,0,0,no_tickets
100663,2023-12-05,C0066,Smart Home,NordLock Pro,200.01,1,Paid,R000011,Order 100663,2023-12-12,200.01,Processed,False,100663,2023-12,0,0,no_tickets
100814,,C0001,Smart Home,NordLock Pro,181.89,1,Paid,,,,,,,,NaT,1,0,setup_technical
100275,2023-11-25,C0004,Accessories,Phone Case,19.93,2,Paid,,,,,,,,2023-11,0,0,no_tickets
100972,,C0005, Smart Home ,NordLock Pro,216.12,2,Pending,,,,,,,,NaT,2,1,setup_technical
100673,2023-12-05,C0016,Electronics,Tablet A,507.23,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100793,,C0083,Accessories,USB-C Cable,19.69,2,Paid,,,,,,,,NaT,1,0,other
100752,2023-12-07,C0271, Smart Home ,NordLock Pro,212.22,2,Paid,,,,,,,,2023-12,0,0,no_tickets
100730,2023-12-06,C0115,Accessories,Wireless Mouse,58.87,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100609,2023-12-04,C0004,Smart Home,NordCam Mini,62.0,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100825,,C0021,Electronics,Tablet A,652.84,1,Paid,,,,,,,,NaT,0,0,no_tickets
100088,2023-11-18,C0027,Accessories,Charger,20.2,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100945,2023-12-11,C0012,Electronics,Tablet A,736.42,2,Paid,,,,,,,,2023-12,0,0,no_tickets
100853,,C0042, Electronics ,Smartphone Z,1004.0,1,Paid,,,,,,,,NaT,7,4,setup_technical
100307,2023-11-26,C0003,Electronics,Smartphone Z,912.54,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100552,2023-12-02,C0145,Electronics,TV Pro,1419.0,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100188,2023-11-22,C0001,Electronics ,Smartphone Z,851.41,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100892,2023-12-10,C0009,Accessories,Wireless Mouse,25.68,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100288,2023-11-25,C0003, Accessories,Charger,29.37,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100871,2023-12-09,C0075, Smart Home ,NordLock Pro,185.47,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100668,2023-12-05,C0030,Electronics ,Laptop X,1686.77,1,Paid,,,,,,,,2023-12,0,0,no_tickets
101001,,C0004,Smart Home,NordLock Pro,186.38,1,Pending,,,,,,,,NaT,5,1,setup_technical
101061,2023-12-13,C0001, Accessories ,Screen Protector,8.08,2,Paid,,,,,,,,2023-12,1,0,delivery_delay
100756,2023-12-07,C0001, Accessories,Charger,43.27,1,Paid,,,,,,,,2023-12,1,0,delivery_delay
100372,2023-11-28,C0005,Accessories,Accessory Bundle,36.7,2,Paid,,,,,,,,2023-11,0,0,no_tickets
100050,2023-11-17,C0003,Electronics,Tablet A,336.05,2,Paid,,,,,,,,2023-11,0,0,no_tickets
100454,2023-11-30,C0006, Electronics ,Smartphone Z,1061.74,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100549,,C0001,Smart Home,NordLock Pro,190.1,1,Paid,,,,,,,,NaT,1,0,setup_technical
100248,2023-11-24,C0001,Accessories,Wireless Mouse,26.62,1,Paid,,,,,,,,2023-11,0,0,no_tickets
101195,2023-11-23,C0002, Electronics ,Laptop X,1577.0,1,Paid,,,,,,,,2023-11,1,1,delivery_delay
100398,2023-11-29,C0019,Smart Home,NordLock Pro,201.64,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100865,2023-12-09,C0055,Electronics ,Tablet A,772.98,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100601,2023-12-04,C0001, Accessories,Wireless Mouse,32.0,1,Pending,,,,,,,,2023-12,1,0,delivery_delay
100662,2023-12-05,C0004,Smart Home,NordLock Pro,238.67,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100833,2023-12-08,C0027, Electronics ,NoiseCancel Headphones,248.37,1,Paid,,,,,,,,2023-12,0,0,no_tickets
101124,,C0197,Accessories,Screen Protector,12.14,1,Paid,,,,,,,,NaT,0,0,no_tickets
100838,2023-12-08,C0003, Smart Home ,NordLock Pro,188.83,1,Paid,R000012,Order 100838,,0.0,Rejected,False,100838,2023-12,0,0,no_tickets
100034,,C0001, Accessories,Accessory Bundle,34.22,2,Paid,,,,,,,,NaT,1,0,setup_technical
100089,2023-11-18,C0002, Accessories ,Screen Protector,12.91,1,Paid,,,,,,,,2023-11,1,1,delivery_delay
100357,2023-11-28,C0208,Electronics,Smartphone Z,1034.43,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100567,2023-12-03,C0001,Electronics,Tablet A,631.82,1,Paid,,,,,,,,2023-12,1,0,delivery_delay
100918,2023-12-10,C0035,Accessories,Accessory Bundle,98.54,1,Paid,R000013, TX - 100918 ,,98.54,Processed,False,100918,2023-12,0,0,no_tickets
100517,,C0117,Accessories,Phone Case,33.43,1,Paid,,,,,,,,NaT,3,0,other
100085,,C0020, Accessories ,Charger,45.43,2,Paid,,,,,,,,NaT,2,2,damaged_defect
100773,2023-12-07,C0004,Electronics,Smartphone Z,893.14,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100347,,C0006, Electronics ,TV Pro,937.66,2,Paid,,,,,,,,NaT,1,0,damaged_defect
100539,2023-12-02,C0008,Electronics,TV Pro,1441.81,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100132,2023-11-20,C0001, Electronics ,Laptop X,1612.31,2,Paid,,,,,,,,2023-11,0,0,no_tickets
100376,2023-11-28,C0006,Smart Home,NordLock Pro,224.2,1,Paid,,,,,,,,2023-11,0,0,no_tickets
101034,,C0214, Accessories,Charger,15.36,2,Paid,,,,,,,,NaT,0,0,no_tickets
100616,2023-12-04,C0005,Accessories,Screen Protector,5.04,1,Failed,,,,,,,,2023-12,1,0,other
100822,2023-12-08,C0242,Smart Home,NordLock Pro,200.64,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100362,2023-11-28,C0004, Accessories,Charger,43.85,2,Paid,,,,,,,,2023-11,0,0,no_tickets
100428,2023-11-29,C0027, Accessories,Accessory Bundle,69.78,1,Paid,,,,,,,,2023-11,0,0,no_tickets
101032,2023-12-12,C0125,Accessories,Phone Case,38.23,2,Paid,,,,,,,,2023-12,0,0,no_tickets
100342,2023-11-27,C0024,Accessories,Phone Case,36.96,2,Paid,,,,,,,,2023-11,0,0,no_tickets
100498,2023-12-01,C0013,Accessories,Screen Protector,9.2,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100758,2023-12-07,C0057,Smart Home,NordLock Pro,239.23,1,Paid,,,,,,,,2023-12,0,0,no_tickets
101020,,C0013, Accessories ,Screen Protector,12.92,1,Paid,,,,,,,,NaT,5,2,delivery_delay
101146,,C0002,Smart Home,NordLock Pro,192.26,1,Paid,,,,,,,,NaT,0,0,no_tickets
100734,,C0009,Smart Home,NordTherm,106.57,1,Failed,,,,,,,,NaT,0,0,no_tickets
100063,,C0046,Electronics,TV Pro,1698.27,1,Paid,,,,,,,,NaT,2,0,damaged_defect
100636,,C0008, Accessories,Accessory Bundle,37.42,4,Paid,,,,,,,,NaT,4,1,damaged_defect
100914,2023-12-10,C0118,Accessories,USB-C Cable,14.98,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100468,2023-11-30,C0001,Electronics,TV Pro,958.27,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100220,2023-11-24,C0073,Accessories,Accessory Bundle,44.98,2,Paid,,,,,,,,2023-11,0,0,no_tickets
100443,,C0009,Electronics,Tablet A,487.7,1,Paid,,,,,,,,NaT,0,0,no_tickets
100153,2023-11-21,C0106, Electronics ,Laptop X,1426.23,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100326,2023-11-27,C0019,Smart Home,NordLock Pro,238.66,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100308,2023-11-26,C0301, Accessories,Charger,42.0,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100859,2023-12-09,C0047,Electronics ,TV Pro,1295.1,1,Paid,,,,,,,,2023-12,1,1,damaged_defect
100613,2023-12-04,C0005,Electronics,Smartphone Z,701.94,1,Paid,,,,,,,,2023-12,1,0,other
100585,2023-12-03,C0067, Smart Home ,NordTherm,84.35,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100606,2023-12-04,C0003,Accessories,Screen Protector,5.0,2,Paid,R000014,TX-100606,,10.0,Processed,False,100606,2023-12,0,0,no_tickets
100204,,C0239,Electronics,NoiseCancel Headphones,204.43,1,Paid,,,,,,,,NaT,0,0,no_tickets
100772,,C0001, Accessories,Charger,43.23,1,Paid,,,,,,,,NaT,1,0,setup_technical
100399,,C0262,Electronics,NoiseCancel Headphones,186.48,1,Paid,,,,,,,,NaT,0,0,no_tickets
100005,,C0003,Electronics,Tablet A,553.75,1,Paid,,,,,,,,NaT,2,0,other
101147,2023-11-24,C0276, Smart Home ,NordLock Pro,205.21,1,Paid,R000015,Ref: 101147,,205.21,Processed,False,101147,2023-11,1,0,setup_technical
100893,2023-12-10,C0224, Accessories ,Accessory Bundle,47.39,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100900,2023-12-10,C0001, Accessories ,USB-C Cable,11.88,1,Paid,,,,,,,,2023-12,1,0,delivery_delay
100130,2023-11-20,C0271,Electronics,Laptop X,1394.09,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100701,,C0120,Accessories,USB-C Cable,17.86,2,Paid,,,,,,,,NaT,0,0,no_tickets
100845,,C0001, Smart Home ,NordLock Pro,202.58,1,Paid,,,,,,,,NaT,1,0,setup_technical
100994,,C0023,Smart Home,NordLock Pro,192.7,1,Paid,,,,,,,,NaT,0,0,no_tickets
100458,2023-11-30,C0030,Smart Home,NordLock Pro,214.91,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100072,2023-11-18,C0001, Accessories,Phone Case,25.0,1,Paid,,,,,,,,2023-11,0,0,no_tickets
101053,,C0004,Electronics,TV Pro,1346.87,1,Paid,,,,,,,,NaT,5,1,setup_technical
100672,2023-12-05,C0007,Electronics,NoiseCancel Headphones,196.0,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100656,,C0001,Smart Home,NordLock Pro,210.0,1,Paid,,,,,,,,NaT,1,0,setup_technical
101164,,C0296,Accessories,Accessory Bundle,52.01,2,Paid,,,,,,,,NaT,0,0,no_tickets
100262,2023-11-25,C0033, Electronics ,Smartphone Z,948.32,1,Paid,R000016,Ref: 100262,2023-02-12,,Processed,True,100262,2023-11,0,0,no_tickets
101043,,C0002,Accessories,Accessory Bundle,46.99,2,Paid,,,,,,,,NaT,0,0,no_tickets
100538,,C0007, Accessories,Accessory Bundle,82.45,2,Paid,,,,,,,,NaT,0,0,no_tickets
100203,,C0079, Accessories ,USB-C Cable,11.15,1,Paid,,,,,,,,NaT,0,0,no_tickets
101152,2023-11-24,C0126,Accessories,USB-C Cable,9.1,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100071,2023-11-17,C0035,Accessories,USB-C Cable,15.0,4,Paid,,,,,,,,2023-11,0,0,no_tickets
101128,,C0283,Electronics,TV Pro,1490.5,1,Paid,,,,,,,,NaT,0,0,no_tickets
100954,2023-12-11,C0187,Accessories,Accessory Bundle,97.99,2,Paid,,,,,,,,2023-12,0,0,no_tickets
100128,2023-11-20,C0120,Accessories,Phone Case,33.65,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100371,,C0013,Electronics,Smartphone Z,922.19,1,Paid,,,,,,,,NaT,5,2,delivery_delay
100135,,C0098,Electronics,Laptop X,1417.96,1,Paid,,,,,,,,NaT,0,0,no_tickets
100485,,C0060,Electronics ,NoiseCancel Headphones,327.51,1,Paid,,,,,,,,NaT,0,0,no_tickets
100816,2023-12-08,C0031,Smart Home,NordLock Pro,207.28,1,Paid,R000017,TX-100816,,207.28,Processed,False,100816,2023-12,0,0,no_tickets
100222,2023-11-24,C0070, Accessories ,Wireless Mouse,39.86,1,Paid,,,,,,,,2023-11,0,0,no_tickets
101093,2023-12-14,C0001,Electronics,NoiseCancel Headphones,307.32,1,Paid,,,,,,,,2023-12,1,0,delivery_delay
101050,,C0012, Electronics ,NoiseCancel Headphones,223.42,1,Paid,,,,,,,,NaT,1,1,damaged_defect
101129,2023-12-14,C0001,Electronics,TV Pro,932.28,1,Paid,,,,,,,,2023-12,1,0,delivery_delay
100697,,C0001,Electronics,TV Pro,1320.84,2,Paid,,,,,,,,NaT,1,0,setup_technical
100657,2023-12-05,C0001, Smart Home ,NordPlug,31.03,1,Failed,,,,,,,,2023-12,1,0,delivery_delay
100406,2023-11-29,C0143,Electronics,Tablet A,349.95,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100736,2023-12-06,C0002,Smart Home,NordTherm,85.29,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100531,,C0004,Accessories,Wireless Mouse,23.82,1,Paid,,,,,,,,NaT,5,1,setup_technical
101090,,C0002,Smart Home,NordLock Pro,219.32,1,Paid,,,,,,,,NaT,0,0,no_tickets
100602,2023-12-04,C0007,Electronics ,Tablet A,529.46,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100211,2023-11-23,C0005, Electronics ,Smartphone Z,988.0,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100388,,C0001,Electronics,Tablet A,599.27,2,Paid,,,,,,,,NaT,1,0,setup_technical
101158,2023-12-04,C0040,Accessories,USB-C Cable,13.0,3,Paid,,,,,,,,2023-12,0,0,no_tickets
100711,2023-12-06,C0010, Accessories,Wireless Mouse,29.11,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100848,2023-12-09,C0007, Accessories,Accessory Bundle,83.0,2,Paid,,,,,,,,2023-12,0,0,no_tickets
100263,2023-11-25,C0001,Electronics ,Smartphone Z,740.02,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100305,2023-11-26,C0160, Accessories,Charger,17.05,3,Paid,,,,,,,,2023-11,0,0,no_tickets
100283,,C0003,Electronics,NoiseCancel Headphones,343.43,1,Paid,,,,,,,,NaT,2,0,other
100997,,C0001, Electronics ,Smartphone Z,706.88,1,Paid,,,,,,,,NaT,1,0,setup_technical
101119,,C0064,Smart Home,NordLock Pro,188.97,2,Paid,,,,,,,,NaT,2,0,setup_technical
100465,,C0081,Accessories,Accessory Bundle,62.27,1,Paid,,,,,,,,NaT,1,0,setup_technical
100340,,C0059,Accessories,Accessory Bundle,26.09,2,Paid,,,,,,,,NaT,0,0,no_tickets
100337,2023-11-27,C0009, Accessories ,Screen Protector,6.38,1,Pending,,,,,,,,2023-11,0,0,no_tickets
100156,2023-11-21,C0003, Electronics ,TV Pro,1131.22,1,Failed,,,,,,,,2023-11,0,0,no_tickets
100513,2023-12-01,C0001,Smart Home,NordPlug,18.39,1,Paid,,,,,,,,2023-12,1,0,delivery_delay
100808,,C0028, Smart Home ,NordLock Pro,193.67,1,Paid,,,,,,,,NaT,1,0,setup_technical
100646,2023-12-04,C0102, Accessories,USB-C Cable,18.98,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100540,,C0035,Electronics,TV Pro,978.66,1,Paid,,,,,,,,NaT,1,0,other
100074,2023-11-18,C0129,Smart Home,NordLock Pro,227.1,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100044,2023-11-16,C0003,Electronics,NoiseCancel Headphones,207.57,1,Paid,,,,,,,,2023-11,0,0,no_tickets
101198,2023-12-13,C0013,Accessories,Wireless Mouse,26.47,2,Paid,,,,,,,,2023-12,0,0,no_tickets
100776,2023-12-07,C0093,Accessories,Screen Protector,10.13,3,Paid,,,,,,,,2023-12,1,1,wrong_item
100801,,C0318,Accessories,Phone Case,30.35,4,Paid,,,,,,,,NaT,0,0,no_tickets
100627,2023-12-04,C0022, Accessories,Screen Protector,8.38,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100795,2023-12-07,C0002, Accessories,USB-C Cable,9.83,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100569,2023-12-03,C0001,Accessories,Charger,28.0,1,Paid,,,,,,,,2023-12,1,0,delivery_delay
100254,2023-11-24,C0084,Electronics,Smartphone Z,906.32,1,Paid,,,,,,,,2023-11,0,0,no_tickets
101003,2023-12-12,C0003,Smart Home,NordLock Pro,217.71,2,Paid,,,,,,,,2023-12,0,0,no_tickets
100097,,C0001,Smart Home,NordLock Pro,205.02,1,Paid,,,,,,,,NaT,1,0,setup_technical
100279,,C0002, Electronics ,Tablet A,791.92,1,Paid,,,,,,,,NaT,0,0,no_tickets
100710,2023-12-06,C0181, Electronics ,Laptop X,1439.35,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100296,2023-11-26,C0028,Electronics ,TV Pro,1020.82,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100723,2023-12-06,C0020,Accessories,Laptop Sleeve,15.59,2,Paid,,,,,,,,2023-12,0,0,no_tickets
100346,2023-11-27,C0001,Smart Home,NordLock Pro,210.9,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100655,2023-12-05,C0023,Accessories,Accessory Bundle,59.55,1,Paid,R000018,Order 100655,,,Rejected,True,100655,2023-12,0,0,no_tickets
100099,2023-11-19,C0001,Electronics,TV Pro,926.93,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100470,2023-11-30,C0200,Smart Home,NordLock Pro,189.66,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100504,2023-12-01,C0037,Accessories,Charger,42.66,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100075,2023-11-18,C0022,Accessories,Wireless Mouse,44.32,2,Paid,,,,,,,,2023-11,0,0,no_tickets
100266,,C0007,Smart Home,NordCam Mini,94.6,1,Paid,,,,,,,,NaT,0,0,no_tickets
101004,,C0030,Accessories,Charger,19.8,3,Paid,,,,,,,,NaT,6,3,delivery_delay
100131,,C0004, Accessories ,Screen Protector,12.93,1,Paid,,,,,,,,NaT,5,1,setup_technical
100509,2023-12-01,C0015,Accessories,USB-C Cable,16.14,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100064,,C0012, Accessories ,Phone Case,12.0,1,Paid,,,,,,,,NaT,1,1,damaged_defect
100012,2023-11-15,C0005,Electronics,Laptop X,1546.0,2,Paid,,,,,,,,2023-11,0,0,no_tickets
101192,2023-11-25,C0003,Electronics,Smartphone Z,1056.7,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100356,2023-11-28,C0037,Electronics,Tablet A,556.99,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100028,2023-11-16,C0253, Accessories ,Laptop Sleeve,29.42,1,Paid,,,,,,,,2023-11,0,0,no_tickets
100923,2023-12-10,C0022,Electronics,Smartphone Z,711.15,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100766,,C0034, Electronics ,Tablet A,715.0,1,Paid,,,,,,,,NaT,2,0,setup_technical
100784,2023-12-07,C0019,Accessories,USB-C Cable,19.73,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100425,2023-11-29,C0002,Accessories,USB-C Cable,9.35,1,Pending,,,,,,,,2023-11,1,1,delivery_delay
100025,,C0001,Electronics,TV Pro,929.16,1,Paid,,,,,,,,NaT,1,0,setup_technical
100959,2023-12-11,C0028, Electronics ,TV Pro,1060.75,1,Paid,,,,,,,,2023-12,0,0,no_tickets
100331,2023-11-27,C0058,Electronics ,TV Pro,1145.46,1,Paid,,,,,,,,2023-11,0,0,no_tickets
